da	1	1	0.6666666666666666	0.7006048387096774
da	1	2	0.5520833333333334	0.6804435483870968
da	1	3	0.5	0.65625
da	1	4	0.5520833333333334	0.6622983870967742
da	1	5	0.5208333333333334	0.6643145161290323
da	1	6	0.5520833333333334	0.6471774193548387
da	1	7	0.5520833333333334	0.6431451612903226
da	1	8	0.5729166666666666	0.6512096774193549
da	1	9	0.5729166666666666	0.655241935483871
da	1	10	0.5729166666666666	0.6461693548387096
da	2	1	0.5729166666666666	0.6804435483870968
da	2	2	0.53125	0.6491935483870968
da	2	3	0.5104166666666666	0.6471774193548387
da	2	4	0.5416666666666666	0.6481854838709677
da	2	5	0.5416666666666666	0.65625
da	2	6	0.5416666666666666	0.655241935483871
da	2	7	0.5520833333333334	0.6532258064516129
da	2	8	0.5729166666666666	0.6602822580645161
da	2	9	0.59375	0.6602822580645161
da	2	10	0.5833333333333334	0.655241935483871
da	3	1	0.6041666666666666	0.6995967741935484
da	3	2	0.53125	0.6875
da	3	3	0.5416666666666666	0.6592741935483871
da	3	4	0.5625	0.6653225806451613
da	3	5	0.53125	0.6532258064516129
da	3	6	0.5625	0.6401209677419355
da	3	7	0.5729166666666666	0.6391129032258065
da	3	8	0.5625	0.6381048387096774
da	3	9	0.5833333333333334	0.6370967741935484
da	3	10	0.5729166666666666	0.6391129032258065
de	1	1	0.8229166666666666	0.8417338709677419
de	1	2	0.8229166666666666	0.7923387096774194
de	1	3	0.8229166666666666	0.7832661290322581
de	1	4	0.75	0.7439516129032258
de	1	5	0.78125	0.7792338709677419
de	1	6	0.78125	0.7560483870967742
de	1	7	0.7708333333333334	0.7661290322580645
de	1	8	0.7916666666666666	0.7711693548387096
de	1	9	0.8020833333333334	0.7893145161290323
de	1	10	0.8333333333333334	0.8175403225806451
de	2	1	0.8333333333333334	0.8548387096774194
de	2	2	0.8645833333333334	0.8356854838709677
de	2	3	0.8229166666666666	0.8336693548387096
de	2	4	0.8020833333333334	0.8004032258064516
de	2	5	0.7916666666666666	0.8185483870967742
de	2	6	0.78125	0.8024193548387096
de	2	7	0.8229166666666666	0.8165322580645161
de	2	8	0.8229166666666666	0.8286290322580645
de	2	9	0.8020833333333334	0.8336693548387096
de	2	10	0.8125	0.8377016129032258
de	3	1	0.8125	0.8467741935483871
de	3	2	0.8125	0.8004032258064516
de	3	3	0.8020833333333334	0.7782258064516129
de	3	4	0.7604166666666666	0.7449596774193549
de	3	5	0.7604166666666666	0.7631048387096774
de	3	6	0.7604166666666666	0.7459677419354839
de	3	7	0.7708333333333334	0.7590725806451613
de	3	8	0.7708333333333334	0.7691532258064516
de	3	9	0.7708333333333334	0.7711693548387096
de	3	10	0.78125	0.7933467741935484
es	1	1	0.78125	0.8034274193548387
es	1	2	0.6979166666666666	0.7429435483870968
es	1	3	0.6145833333333334	0.6431451612903226
es	1	4	0.65625	0.6794354838709677
es	1	5	0.5833333333333334	0.6340725806451613
es	1	6	0.53125	0.6280241935483871
es	1	7	0.5520833333333334	0.6320564516129032
es	1	8	0.5416666666666666	0.6048387096774194
