da	1	0.6770833333333334	0.6254699248120301
da	2	0.6354166666666666	0.5941024436090225
da	3	0.6458333333333334	0.599624060150376
de	1	0.8229166666666666	0.8598790322580645
de	2	0.7604166666666666	0.8084677419354839
de	3	0.8333333333333334	0.8608870967741935
es	1	0.5416666666666666	0.5433467741935484
es	2	0.3229166666666667	0.3961693548387097
es	3	0.3541666666666667	0.4032258064516129
fr	1	0.75	0.8215725806451613
fr	2	0.7916666666666666	0.8175403225806451
fr	3	0.8020833333333334	0.8054435483870968
it	1	0.625	0.6048387096774194
it	2	0.5729166666666666	0.5725806451612904
it	3	0.6041666666666666	0.5725806451612904
nl	1	0.8229166666666666	0.7863520408163265
nl	2	0.8125	0.7653061224489796
nl	3	0.8229166666666666	0.7844387755102041
pt	1	0.40625	0.50244140625
pt	2	0.5416666666666666	0.6378580729166666
pt	3	0.4479166666666667	0.5379231770833334
sv	1	0.5520833333333334	0.5786290322580645
sv	2	0.46875	0.5110887096774194
sv	3	0.4166666666666667	0.4183467741935484
